catalog_id,name,slug,catalog_url,website_url,tagline,description,categories,is_featured,is_affiliate,published_at,updated_at
cmiuc2g3600quw171sggmo6m2,ALOS World 3D-30m,alos-dem-30m,https://geospatialcatalog.com/alos-dem-30m,https://planetarycomputer.microsoft.com/dataset/alos-dem,Provides access to a high-resolution global digital elevation model for diverse geospatial applications.,"The ALOS-DEM dataset offers a global 30-meter resolution digital elevation model, crucial for detailed terrain analysis and modeling. Hosted on the Microsoft Planetary Computer, it facilitates access to this extensive topographic data for researchers and developers. This resource supports various environmental and geographical studies.",Data,False,False,2025-12-07T14:36:05.302Z,2025-12-07T14:36:05.522Z
cmivz3fsd000004ju44arthf3,amche.in,amche-atlas,https://geospatialcatalog.com/amche-atlas,https://amche.in,A community built collection of public maps from Goa and India.,"amche.in is an interactive 3D atlas that allows users to explore and create various maps. It functions as a citizen-maintained digital mapping resource, offering free access to diverse geospatial data and mapping capabilities.",Data,False,False,2025-12-07T18:32:26.075Z,2025-12-07T18:32:26.329Z
cmiuc00fm00ilw171gy1ym21q,American Samoa Data Portal,american-samoa-data-portal,https://geospatialcatalog.com/american-samoa-data-portal,https://www.oc.nps.edu/CMSP/AS/index.html,A data portal providing Geographic Information System (GIS) datasets for American Samoa's Coastal and Marine Spatial Planning (CMSP).,"This portal offers a centralized repository for GIS data relevant to American Samoa's Coastal and Marine Spatial Planning (CMSP) initiatives. Users can explore a variety of datasets, including physical geography, elevation, and bathymetry, with options to view screenshots, access metadata, and download data. Selected datasets are also available via REST services, WMS, or interactive mapping interfaces.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:32.856Z
cmiubzphk00g1w171pxo34lnh,Antarctic Digital Database Viewer,antarctic-digital-database-viewer,https://geospatialcatalog.com/antarctic-digital-database-viewer,http://www.add.scar.org/,A comprehensive digital database viewer for Antarctic geographic information.,"The Antarctic Digital Database Viewer provides access to fundamental geospatial datasets for the Antarctic continent. It allows users to explore and download a range of geographical features, crucial for research, mapping, and environmental monitoring in the region. This platform is a key resource for understanding Antarctic geography.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:17.745Z
cmiuc2qm600t4w171jg79gtew,AquaMaps,aquamaps,https://geospatialcatalog.com/aquamaps,http://www.aquamaps.org/,"AquaMaps provides predicted range maps for aquatic species, offering valuable biodiversity information.","This platform generates standardized, computer-generated predictions of marine and freshwater species ranges globally. It serves as a resource for exploring aquatic biodiversity and species distribution for research and non-commercial applications.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:40.144Z
cmiuc28ne00p1w171u5xi4tno,ArcticDEM,arcticdem,https://geospatialcatalog.com/arcticdem,https://www.pgc.umn.edu/data/arcticdem/,High-resolution digital surface models of the Arctic derived from optical stereo imagery for detailed topographic analysis.,ArcticDEM is an NGA-NSF initiative providing high-resolution Digital Surface Models (DSM) of the Arctic. It leverages optical stereo imagery from Maxar satellites and open-source photogrammetry software to produce elevation data. This dataset supports accurate measurement of topographic change and environmental monitoring in remote polar regions.,Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:16.829Z
cmiuc2f4d00qfw1719livjfnk,Arkansas GIS Office,arkansas-gis-office,https://geospatialcatalog.com/arkansas-gis-office,https://gis.arkansas.gov/,"Providing geospatial data, mapping applications, and GIS programs for the state of Arkansas.","The Arkansas GIS Office manages the state's spatial data infrastructure, offering a central repository for various GIS datasets. It provides essential mapping applications and supports state and local government initiatives through specialized geospatial programs and data services.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:25.259Z
cmiuc04z300jqw17186wkbrkx,ASF SAR Data Products for Disaster Events,asf-sar-data-products-for-disaster-events,https://geospatialcatalog.com/asf-sar-data-products-for-disaster-events,https://registry.opendata.aws/asf-event-data/,A curated collection of Synthetic Aperture Radar (SAR) data for monitoring and assessing disaster events.,"This resource provides Synthetic Aperture Radar (SAR) and SAR-derived satellite data products from various sources, specifically curated for disaster events. It offers valuable insights for researchers, scientists, and emergency response teams, with irregular updates in response to new disasters. The data is managed by the Alaska Satellite Facility (ASF).",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:37.742Z
cmiuc320300vaw1719thnvert,ASU GeoData,asu-geodata,https://geospatialcatalog.com/asu-geodata,https://geodata-asu.hub.arcgis.com/,"ASU GeoData is a platform for discovering and exploring geospatial datasets, maps, and aerial imagery curated by the ASU Library.","This platform empowers researchers to navigate and access the dynamic world of geospatial information. It serves as a central hub for discovering, exploring, and downloading datasets, maps, and aerial imagery. The site also connects users to additional GIS data portals across Arizona, including those from ASU research initiatives and various state and local government agencies.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:53.800Z
cmiubzc5700dfw171uio8dryp,Atlas of Namibia,atlas-of-namibia,https://geospatialcatalog.com/atlas-of-namibia,http://www.uni-koeln.de/sfb389/e/e1/download/atlas_namibia/main_namibia_atlas.html,A comprehensive digital atlas providing geospatial data and information for Namibia from Project E1.,"This digital atlas, developed as part of Project E1 by the University of Cologne, offers a rich collection of geospatial information for Namibia. It provides detailed insights across various thematic areas, making complex geographical data accessible. The atlas serves as a valuable resource for research and educational purposes focused on the region.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:00.459Z
cmiuc32rd00vgw171iz1c856c,AVIRIS,aviris,https://geospatialcatalog.com/aviris,https://aviris.jpl.nasa.gov/,The Airborne Visible Infrared Imaging Spectrometer (AVIRIS) provides critical Earth observation data for environmental research.,"The Airborne Visible Infrared Imaging Spectrometer (AVIRIS) is a NASA JPL instrument designed to collect hyperspectral imagery of Earth's surface. It plays a crucial role in various scientific research missions, monitoring environmental impacts, natural hazards, and ecological changes across diverse landscapes. The project offers access to collected data, flight planning information, and research publications.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:53.908Z
cmiuc2bes00pjw171athbt96o,Awesome Geospatial Embeddings,awesome-geospatial-embeddings,https://geospatialcatalog.com/awesome-geospatial-embeddings,https://github.com/hfangcat/Awesome-Geospatial-Embeddings,A curated list of papers focusing on geospatial embeddings for Earth data representation.,"This GitHub repository provides a comprehensive, curated list of academic papers dedicated to geospatial embeddings. It explores various methods for representing Earth data—spatial, temporal, and semantic—within embedding spaces, examining their behavior and applications. The collection aims to be a valuable resource for researchers and practitioners interested in the intersection of machine learning and geospatial science.",Data|Open Source Software,False,False,2025-12-06T13:29:55.538Z,2025-12-09T10:52:22.833Z
cmiubzxqm00hzw171txk3t0fk,Awesome-DEM,awesome-dem,https://geospatialcatalog.com/awesome-dem,https://github.com/DahnJ/Awesome-DEM,Overview of Digital Elevation Model (DEM) datasets,"This GitHub repository provides a comprehensive overview of Digital Elevation Model (DEM) datasets. It categorizes various global and local DEMs, including open and proprietary options, and distinguishes between DEM, DSM, and DTM concepts. The resource also lists relevant papers, portals, and discussions for further exploration of elevation data.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:28.323Z
cmiuc00da00igw171hjuk6qqm,awesome-forests,awesome-forests,https://geospatialcatalog.com/awesome-forests,https://github.com/blutjens/awesome-forests,A curated list of ground-truth forest datasets for machine learning and forestry research.,"This GitHub repository provides a curated list of ground-truth forest datasets for the machine learning and forestry community. It focuses on in-situ and validation data for various analyses, including biodiversity, carbon, and wildfire. The goal is to help researchers and practitioners easily find datasets for building machine learning models for forest analysis.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:32.841Z
cmiuc09ll00krw171ql5u8j70,awesome-gee-community-catalog,awesome-gee-community-catalog,https://geospatialcatalog.com/awesome-gee-community-catalog,https://gee-community-catalog.org/,A community-driven catalog of datasets for Google Earth Engine.,"This website serves as a comprehensive catalog for community datasets accessible within Google Earth Engine. It provides users with organized access to a wide array of geospatial data, along with resources to facilitate their exploration and utilization. The platform also features tutorials, publications, and tools for getting started with GEE community assets.",Data|Open Source Software|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:42.888Z
cmiubzxju00hrw171mq5ro1h1,AWS Open Data Geo,aws-open-data-geo,https://geospatialcatalog.com/aws-open-data-geo,https://github.com/opengeos/aws-open-data-geo,A curated list of open geospatial datasets available on AWS.,"This GitHub repository compiles a comprehensive list of open geospatial datasets hosted on Amazon Web Services (AWS). It serves as a valuable resource for developers, researchers, and data scientists seeking readily available geospatial data for various applications and projects, streamlining access to critical information.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:28.291Z
cmiubzqfp00gew17119931ge8,AZGeo,azgeo,https://geospatialcatalog.com/azgeo,https://azgeo-data-hub-agic.hub.arcgis.com/,Arizona's authoritative geospatial repository providing free access to data and GIS tools.,"AZGeo Data Hub, an initiative of the Arizona Geographic Information Council (AGIC) and the Arizona State Land Department, serves as Arizona’s authoritative geospatial repository. It offers online map services, FGDC compliant metadata, geospatial data downloads, and applications for various governmental, private, and public users. Registered users also gain free access to ArcGIS Online GIS tools, fostering collaboration among geospatial professionals statewide.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:20.209Z
cmiubzh1k00ejw171t2dftbtc,Base Adresse Nationale,base-adresse-nationale,https://geospatialcatalog.com/base-adresse-nationale,https://adresse.data.gouv.fr/,"The official national address platform for France, providing comprehensive address data and tools.","This platform serves as the central hub for the Base Adresse Nationale (BAN) and the Base Adresse Locale (BAL) in France. It offers official, standardized address data, making it accessible for various uses. The site provides resources, documentation, and tools for managing, validating, and utilizing address information across French communes.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:05.810Z
cmiuc333z00vmw171az4mqiy2,BD ORTHO®,bd-ortho,https://geospatialcatalog.com/bd-ortho,https://geoservices.ign.fr/bdortho,"The official geographical image of the French national territory, offering a sky-high view of France.","BD ORTHO® provides high-resolution orthorectified imagery, serving as a key digital reference tool for local authorities and ministries across France. Updated regularly, this data enriches the visualization of professional data and projects.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:56.468Z
cmiuc00e000ihw1719wqp5jrq,BD TOPO®,bd-topo,https://geospatialcatalog.com/bd-topo,https://geoservices.ign.fr/bdtopo,Comprehensive 2D and 3D vector modeling of French territory and infrastructure.,"BD TOPO® provides a detailed 3D vector description of France's territory and infrastructure with metric precision, suitable for scales from 1:2,000 to 1:50,000. It covers all national geographic and administrative entities, supporting visualization, positioning, and simulation for territorial analysis and operational management.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:32.847Z
cmk3sthqe000104l7woh6sy26,beaconDB,beacondb,https://geospatialcatalog.com/beacondb,https://beacondb.net/,"beaconDB provides a public domain wireless geolocation database, ethically sourced and privacy-friendly, for various location services.","This platform offers a public domain database for wireless geolocation, aggregating data from Wi-Fi networks, cell towers, and beacons across numerous countries. It emphasizes ethical data sourcing through opt-in collection, protects privacy by obfuscating published information, and ensures data integrity with abuse-resistant update mechanisms. The database supports integration via an API and various client applications.",Data|Open Source Software,False,False,2026-01-07T09:10:48.936Z,2026-01-07T09:11:00.611Z
cmiuc05os00juw171v5jbw0ju,Bedmap2,bedmap2,https://geospatialcatalog.com/bedmap2,https://www.bas.ac.uk/project/bedmap-2/#about,"A comprehensive dataset providing the bed topography, ice thickness, and surface elevation of the Antarctic continent.","Bedmap2 is a collaborative project that compiles and makes available a detailed dataset of Antarctica's subglacial topography, ice thickness, and surface elevation. This crucial data is derived from various airborne and ground-based geophysical measurements, offering an enhanced understanding of the continent's ice sheet dynamics and potential sea-level rise contributions. It serves as a fundamental resource for glaciological and climate research.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:37.836Z
cmiuc2nve00skw17115j7v6xc,BERDS - Spatial Data Warehouse,berds-spatial-data-warehouse,https://geospatialcatalog.com/berds-spatial-data-warehouse,http://www.biodiversity.bz/,A spatial data warehouse offering baseline ArcGIS shapefiles for Belize's environmental and planning initiatives.,"The Biodiversity and Environmental Resource Data System of Belize (BERDS) provides a spatial data warehouse component. It offers baseline ArcGIS shapefiles, primarily in UTM NAD 1927 Z16N format, for various societal, planning, conservation, and education initiatives within Belize. Users can download these datasets, which include full ArcGIS v.10 metadata, for free, with a requirement to reference BERDS in any publications.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:35.525Z
cmiuc042r00jdw1710zsnopp4,Bhuvan NRSC Open EO Data Archive,bhuvan-nrsc-open-eo-data-archive,https://geospatialcatalog.com/bhuvan-nrsc-open-eo-data-archive,https://bhuvan-app3.nrsc.gov.in/data/download/index.php,"Bhuvan is NRSC's Open Earth Observation Data Archive, providing free GIS data including Ortho, DEM, and satellite imagery.","Bhuvan is a comprehensive geospatial portal from the National Remote Sensing Centre (NRSC), offering open access to Earth Observation data. It provides a wide array of free GIS data products such as orthoimagery, Digital Elevation Models (DEM), and satellite imagery from various Indian sensors like AWiFS, LISSIII, and HySI. Users can download these datasets for diverse applications and explore web mapping tools within the platform.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:37.615Z
cmiubzxj100hqw1716ipuuyf8,Biodiversity BGIS,biodiversity-bgis,https://geospatialcatalog.com/biodiversity-bgis,http://bgis.sanbi.org/,A comprehensive portal for biodiversity and ecosystem spatial data and environmental assessment guidelines in South Africa.,"This website serves as a central hub for spatial datasets related to biodiversity and ecosystems within South Africa and surrounding regions. It provides access to critical data layers for environmental planning and conservation efforts. Additionally, the platform offers best practice guidelines for species environmental assessments, supporting standardized approaches in Environmental Impact Assessments.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:28.286Z
cmiuc3duv00y9w171x3k67vi2,BiodiversityMapping.org,biodiversitymappingorg,https://geospatialcatalog.com/biodiversitymappingorg,https://biodiversitymapping.org/,"Explore the variety of life with the latest biodiversity maps, including birds, mammals, amphibians, and marine species.","BiodiversityMapping.org offers an extensive collection of global and regional maps showcasing the distribution of various species. It provides detailed visualizations for terrestrial and marine biodiversity, covering a wide array of taxa. Users can access and download GIS data for further analysis, making it a valuable resource for research and conservation efforts.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:33:08.184Z
cmiygdofk000104js95d3210w,BON in a Box,bon-in-a-box,https://geospatialcatalog.com/bon-in-a-box,https://boninabox.geobon.org/index,"A comprehensive platform providing tools, protocols, and project registration for global biodiversity observation and analysis.","BON in a Box offers an interactive pipeline engine to calculate Essential Biodiversity Variables (EBVs) and biodiversity indicators. It provides access to observation design, data collection protocols, and tools for data management, analysis, and reporting, alongside a portal for registering monitoring projects.",Data|Tooling,False,False,2025-12-09T10:44:18.790Z,2025-12-09T10:44:19.095Z
cmiubzj5j00exw1714z3p6rt7,Boston Plans,boston-plans,https://geospatialcatalog.com/boston-plans,https://www.bostonplans.org/3d-data-maps,The GIS Lab provides mapping and analytical support for the Planning Department and beyond.,"Boston Plans, through its GIS Lab, is a pivotal resource for urban planning and development in the city. It specializes in providing comprehensive mapping and analytical support, crucial for informed decision-making across various departments. The organization focuses on leveraging 3D data and advanced mapping technologies to enhance understanding of Boston's built and natural environments.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:10.525Z
cmiuc35k700vyw171bvbs37x5,British Geological Survey,british-geological-survey,https://geospatialcatalog.com/british-geological-survey,http://www.bgs.ac.uk/data/services/home.html,Providing online access to geological data and material collections through web services and APIs.,"The British Geological Survey (BGS) offers comprehensive access to its vast geological data and material collections. This is achieved through a suite of dedicated online databases, web services, and application programming interfaces (APIs), enabling users to integrate and utilize BGS information.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:58.588Z
cmiuc0bkz00l0w1710gdaimy6,C-CAP High-Resolution Land Cover,c-cap-high-resolution-land-cover,https://geospatialcatalog.com/c-cap-high-resolution-land-cover,https://coast.noaa.gov/digitalcoast/data/ccaphighres.html,Provides high-resolution C-CAP land cover data for coastal areas across the nation.,"The NOAA Office for Coastal Management provides C-CAP High-Resolution Land Cover data through its Digital Coast initiative. This resource offers detailed land cover information, including up to 25 classification categories, for most coastal areas nationwide. Data is available at 1 to 2.4-meter resolution, with 1-meter data recently released.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:47.369Z
cmiuc2uge00tyw171n211w3o6,CACES,caces,https://geospatialcatalog.com/caces,https://www.caces.us/data,Providing data on air pollutant concentrations and health impacts across the contiguous U.S.,"The Center for Air, Climate, & Energy Solutions (CACES) offers comprehensive data on outdoor concentrations of criteria and non-criteria air pollutants across the contiguous U.S. This resource also provides results from health impact models (AP2, EASIUR, InMAP) quantifying economic damages from air pollution exposure based on emission locations.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:45.117Z
cmiubzrn200gjw171ci33oa7o,Cal-Adapt Wildfire Projections,cal-adapt-wildfire-projections,https://geospatialcatalog.com/cal-adapt-wildfire-projections,https://registry.opendata.aws/caladapt-wildfire-dataset/,Wildfire projections for California to support climate resilience and grid operations.,"This dataset provides wildfire projections for California and its surrounding areas, developed to support California's Fifth Climate Assessment. It integrates historical weather observations and renewable energy capacity profiles, aiding in climate resilience and grid operations planning. The data is managed by Cal-Adapt: Analytics Engine.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:21.685Z
cmiuc2t5d00tuw171it7xmwe0,California State Geoportal,california-state-geoportal,https://geospatialcatalog.com/california-state-geoportal,https://gis.data.ca.gov/,"Discover, analyze, and download government geospatial data from the California State Geoportal.","This geoportal provides access to a wide range of California state government geospatial data. Users can discover, analyze, and download datasets in various formats like CSV, KML, GeoJSON, and GeoTIFF. It also offers API links for GeoServices, WMS, and WFS, supporting data integration and analysis.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:40.450Z
cmiubzh0100egw171efh7qaul,California State Lands Commission,california-state-lands-commission,https://geospatialcatalog.com/california-state-lands-commission,https://data-cslc.opendata.arcgis.com/,"The official open data hub for the California State Lands Commission, offering public GIS data, maps, and applications.","This hub provides a vast array of free public GIS data resources from the California State Lands Commission. Users can explore maps, applications, and geographic datasets to gain valuable insights. It supports informed decision-making across the commission by offering readily accessible geospatial information.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:05.793Z
cmiubzd3200dsw171cfuwiac9,Canadian Hydrographic Service - NONNA,canadian-hydrographic-service-nonna,https://geospatialcatalog.com/canadian-hydrographic-service-nonna,https://data.chs-shc.ca/dashboard/map,Provides Canadian hydrographic data for non-navigational purposes under a specific license.,"The Canadian Hydrographic Service (CHS) NONNA platform offers access to hydrographic data. This data is explicitly not intended for navigational purposes, and users must adhere to a specific license agreement for its acquisition and use.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:30:00.660Z
cmiuc2uk700u5w171mlnf6bi9,Canadian Soil Information Service,canadian-soil-information-service,https://geospatialcatalog.com/canadian-soil-information-service,http://sis.agr.gc.ca/cansis/,A national service providing comprehensive soil data and information for Canada.,"The Canadian Soil Information Service (CanSIS) is a vital national resource dedicated to collecting, managing, and disseminating soil data across Canada. It serves as a central hub for researchers, policymakers, and the public to access critical information essential for agricultural planning, environmental monitoring, and land resource management. This service plays a key role in understanding and preserving Canada's soil resources.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:45.171Z
cmiuc2kuk00rvw171mu7duko4,CanElevation,canelevation,https://geospatialcatalog.com/canelevation,https://registry.opendata.aws/canelevation-dem/,"Provides Canada Digital Elevation Models (DEMs) including DTM, DSM, and derived products at 1m, 2m, and 30m resolutions.","CanElevation offers comprehensive Digital Elevation Models for Canada, encompassing Digital Terrain Models (DTM), Digital Surface Models (DSM), and other derived products. The dataset features resolutions of 1m, 2m, and 30m, integrating data from airborne LiDAR, optical digital images, and Copernicus DEM from the TanDEM-X Mission to ensure complete national coverage.",Data,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:30.766Z
cmiyts2mm000004l4hi68e5pj,Cartesius,cartesius,https://geospatialcatalog.com/cartesius,http://www.cartesius.be/CartesiusPortal/,A geospatial data portal providing access to a wide range of geographic information for Belgium.,"Cartesius serves as a central online portal for discovering and accessing geospatial data relevant to Belgium. It offers users a consolidated entry point to various geographic datasets and services, facilitating the use of spatial information for diverse applications.",Data,False,False,2025-12-13T08:12:38.014Z,2025-12-13T08:12:38.044Z
cmiuc2ber00pgw171m3z7kxrh,CCAFS Climate,ccafs-climate,https://geospatialcatalog.com/ccafs-climate,http://www.ccafs-climate.org/data/,Provides statistically downscaled future climate projections derived from IPCC assessment reports.,"This platform offers access to statistically downscaled future climate projections, along with data related to bias correction, spatial downscaling, and weather station information. It serves as a resource for researchers and practitioners needing detailed climate data for various analyses and applications.",Data|Tooling,False,False,2025-12-06T13:29:55.538Z,2025-12-06T13:32:20.394Z
