osm_type,osm_id,lon,lat,man_made,tower_type,operator,name,radio,mobile_phone,tags_json,tower_id
node,8004208520,101.6139071,3.2959146,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8004208520
node,12384569108,101.6190585,3.1721182,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N12384569108
node,8255238093,101.6193429,3.2039442,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8255238093
node,8120556662,101.619363,3.2100487,antenna,,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""antenna""}",MY_N8120556662
node,8255238086,101.6225991,3.2063946,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8255238086
node,8255238092,101.6229263,3.2051279,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8255238092
node,7841645805,101.6338766,3.2883735,tower,communication,,,UNKNOWN,yes,"{""communication:amateur_radio"": ""no"", ""communication:bos"": ""no"", ""communication:gsm-r"": ""no"", ""communication:microwave"": ""no"", ""communication:mobile_phone"": ""yes"", ""communication:radio"": ""no"", ""communication:satellite"": ""no"", ""communication:television"": ""no"", ""height"": ""30"", ""man_made"": ""tower"", ""source"": ""bing"", ""tower:type"": ""communication""}",MY_N7841645805
node,8081515935,101.6340923,3.4439647,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8081515935
node,8224457107,101.6375913,2.8598919,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8224457107
way,1259473617,101.6468264,5.1007448,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1259473617
node,6093033474,101.6478148,3.9827251,mast,,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""lattice_steel""}",MY_N6093033474
node,11548619078,101.6506067,3.1089118,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N11548619078
node,8146281229,101.6506791,3.2053475,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8146281229
node,11529006459,101.6559981,2.9787425,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N11529006459
node,8047942568,101.6576021,3.0579681,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N8047942568
way,138669843,101.6587914,3.0916683,tower,communication,,,UNKNOWN,,"{""layer"": ""1"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W138669843
way,1264710479,101.6592284,3.0917393,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1264710479
node,11264702921,101.6654381,3.1815198,tower,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N11264702921
node,11346244297,101.6664661,2.9477993,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N11346244297
node,13584271255,101.6694204,3.1627527,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13584271255
node,12247796176,101.6717257,3.0169565,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12247796176
node,8048433914,101.6720978,3.0484537,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N8048433914
node,12194813653,101.6741428,2.9459188,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12194813653
node,7842060099,101.6746835,3.3894708,tower,communication,,,UNKNOWN,,"{""height"": ""30"", ""man_made"": ""tower"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7842060099
node,9471829676,101.6747639,3.1985374,mast,communication,,,NR,,"{""communication:3G"": ""yes"", ""communication:4G"": ""yes"", ""communication:5G"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N9471829676
node,9466091146,101.6763666,3.1971969,mast,communication,,,NR,,"{""communication:3G"": ""yes"", ""communication:4G"": ""yes"", ""communication:5G"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N9466091146
node,11607769670,101.6778703,3.1638688,mast,communication,,IBS TM Kenny Rise,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""name"": ""IBS TM Kenny Rise"", ""tower:type"": ""communication""}",MY_N11607769670
node,9469280562,101.6785754,3.1979203,mast,communication,,,NR,,"{""communication:3G"": ""yes"", ""communication:4G"": ""yes"", ""communication:5G"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N9469280562
node,9469288221,101.679271,3.1958702,mast,communication,,,NR,,"{""communication:3G"": ""yes"", ""communication:4G"": ""yes"", ""communication:5G"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N9469288221
node,10578741616,101.6795256,2.9536631,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N10578741616
node,9469288220,101.6796087,3.1973448,mast,communication,,,NR,,"{""communication:3G"": ""yes"", ""communication:4G"": ""yes"", ""communication:5G"": ""yes"", ""communication:lte"": ""yes"", ""man_made"": ""mast"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N9469288220
node,11559092888,101.6798113,3.1000052,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N11559092888
node,12533942882,101.6811801,3.1397701,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12533942882
node,12941843009,101.6893705,3.183618,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N12941843009
node,12266031222,101.6896279,3.1378569,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12266031222
node,4436507977,101.6919064,2.8588486,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N4436507977
way,1285114522,101.6965237,3.3007378,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1285114522
node,9029115227,101.6977693,2.7644064,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N9029115227
node,8542747596,101.7000138,3.1386829,mast,lighting,,,UNKNOWN,,"{""direction"": ""60"", ""man_made"": ""mast"", ""tower:construction"": ""mast"", ""tower:type"": ""lighting""}",MY_N8542747596
way,728820001,101.7001158,3.0516891,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""dish"", ""tower:type"": ""communication""}",MY_W728820001
way,728820002,101.7001245,3.0514191,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""dish"", ""tower:type"": ""communication""}",MY_W728820002
way,728820006,101.700167,3.0510744,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""dish"", ""tower:type"": ""communication""}",MY_W728820006
node,8542747597,101.7006428,3.1402563,mast,lighting,,,UNKNOWN,,"{""direction"": ""165"", ""man_made"": ""mast"", ""tower:construction"": ""mast"", ""tower:type"": ""lighting""}",MY_N8542747597
node,8542747595,101.7009634,3.138332,mast,lighting,,,UNKNOWN,,"{""direction"": ""345"", ""man_made"": ""mast"", ""tower:construction"": ""mast"", ""tower:type"": ""lighting""}",MY_N8542747595
node,11607773741,101.7015033,3.1283312,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N11607773741
node,8542747598,101.7015749,3.13988,mast,lighting,,,UNKNOWN,,"{""direction"": ""240"", ""man_made"": ""mast"", ""tower:construction"": ""mast"", ""tower:type"": ""lighting""}",MY_N8542747598
node,11226315843,101.7024015,3.2587052,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N11226315843
node,9504789637,101.7045469,3.1226269,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N9504789637
node,11768370522,101.7085513,3.1626233,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N11768370522
node,8058373534,101.7106342,3.0608971,mast,communication,,,LTE,yes,"{""communication:lte"": ""yes"", ""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""monopole"", ""tower:type"": ""communication""}",MY_N8058373534
node,8058373535,101.7111028,3.0593198,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""monopole"", ""tower:type"": ""communication""}",MY_N8058373535
node,8058373539,101.7118031,3.057261,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:construction"": ""monopole"", ""tower:type"": ""communication""}",MY_N8058373539
node,9602824113,101.7149958,3.017409,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N9602824113
node,12167585701,101.7171979,3.1753255,mast,lighting,,,UNKNOWN,,"{""direction"": ""45"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""lighting""}",MY_N12167585701
node,3765022576,101.7172468,2.9870839,communications_tower,,,,UNKNOWN,,"{""man_made"": ""communications_tower""}",MY_N3765022576
node,12167585702,101.7177328,3.1764508,mast,lighting,,,UNKNOWN,,"{""direction"": ""135"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""lighting""}",MY_N12167585702
node,3901579495,101.7178023,3.0185824,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3901579495
node,12167559700,101.7183523,3.1747697,mast,lighting,,,UNKNOWN,,"{""direction"": ""325"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""lighting""}",MY_N12167559700
node,12167559699,101.7188626,3.1759059,mast,lighting,,,UNKNOWN,,"{""direction"": ""245"", ""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""lighting""}",MY_N12167559699
node,12182196429,101.7262611,3.1226939,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12182196429
node,3902995339,101.7262835,3.0029443,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995339
node,7808912865,101.7266084,2.8566411,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N7808912865
node,7808912864,101.7276183,2.8565647,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7808912864
node,7806418386,101.7292906,3.0702008,tower,communication,,,UNKNOWN,,"{""height"": ""15"", ""man_made"": ""tower"", ""tower:construction"": ""lattice_steel"", ""tower:type"": ""communication""}",MY_N7806418386
way,1117797547,101.7295667,3.0703135,tower,communication,,,UNKNOWN,,"{""height"": ""30"", ""layer"": ""1"", ""man_made"": ""tower"", ""tower:construction"": ""lattice_steel"", ""tower:type"": ""communication""}",MY_W1117797547
way,1117797548,101.7306118,3.0709471,tower,communication,,,UNKNOWN,,"{""height"": ""20"", ""man_made"": ""tower"", ""source"": ""survey"", ""tower:construction"": ""lattice_steel"", ""tower:type"": ""communication""}",MY_W1117797548
way,545000403,101.7326689,3.5812473,tower,communication,,Radio Telecommunications Mast,UNKNOWN,,"{""man_made"": ""tower"", ""name"": ""Radio Telecommunications Mast"", ""tower:type"": ""communication""}",MY_W545000403
node,7838524135,101.734136,3.3087108,tower,communication,,,UNKNOWN,,"{""height"": ""30"", ""man_made"": ""tower"", ""note"": ""height is estimated"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7838524135
node,13247860091,101.7346363,5.6967823,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""material"": ""metal"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N13247860091
node,12264929850,101.7360183,3.0525691,tower,communication,,,NR,yes,"{""communication:4g"": ""yes"", ""communication:5g"": ""yes"", ""communication:gsm"": ""yes"", ""communication:mobile_phone"": ""yes"", ""height"": ""30"", ""man_made"": ""tower"", ""mimics"": ""tree"", ""tower:construction"": ""monopole"", ""tower:type"": ""communication""}",MY_N12264929850
way,972394406,101.737054,3.2488579,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W972394406
node,12068508652,101.7423998,2.8535833,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12068508652
node,12068508739,101.7438867,2.8565325,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N12068508739
way,1545410223,101.7492611,3.7150864,tower,communication,,,GSM,yes,"{""communication:gsm"": ""yes"", ""communication:gsm-r"": ""yes"", ""communication:mobile"": ""yes"", ""communication:mobile_phone"": ""yes"", ""communication:radio"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1545410223
node,6174781121,101.7509578,3.1898642,mast,communication,,,UNKNOWN,,"{""ele"": ""341.7"", ""man_made"": ""mast"", ""material"": ""steel"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N6174781121
node,8157413021,101.7510688,3.1903358,mast,communication,,,UNKNOWN,,"{""access"": ""private"", ""man_made"": ""mast"", ""material"": ""steel"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N8157413021
way,1545410209,101.7519179,3.7171862,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1545410209
way,1545410197,101.7521245,3.7178117,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""layer"": ""1"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1545410197
way,1545410199,101.7522389,3.7180882,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1545410199
way,1259673925,101.753844,5.0273644,tower,communication,,,UNKNOWN,,"{""building"": ""yes"", ""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_W1259673925
node,9759198822,101.7556482,2.6853921,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N9759198822
node,7838524117,101.7593622,3.3310777,tower,communication,,,UNKNOWN,,"{""height"": ""15"", ""man_made"": ""tower"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7838524117
node,13439298450,101.7685052,3.1131601,mast,communication,,,UNKNOWN,yes,"{""communication:mobile_phone"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13439298450
node,12152835803,101.768578,2.9566706,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N12152835803
node,3902995338,101.7693507,2.8834128,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995338
node,12152835735,101.7709453,2.9583469,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N12152835735
node,12145341915,101.7785728,2.9447739,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12145341915
node,12141160951,101.7786377,2.9535013,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12141160951
node,12241218628,101.7793104,3.0049176,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12241218628
node,12111896153,101.7796474,2.957265,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12111896153
node,12114343550,101.7797181,2.9581416,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12114343550
node,12111896121,101.7799789,2.9653325,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12111896121
node,12147506121,101.7802078,2.9504864,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12147506121
node,12145341985,101.780848,2.9466768,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12145341985
node,12143414619,101.781114,2.9647656,mast,communication,,,LTE,,"{""communication:lte"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12143414619
node,12137013089,101.7819527,3.0092048,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013089
node,12137013090,101.7822129,3.0097028,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013090
node,12110057369,101.7823906,2.9615166,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""mimics"": ""flagpole"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12110057369
node,12137013091,101.7823982,3.0131663,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013091
node,12241218640,101.7824749,3.0052982,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:construction"": ""freestanding"", ""tower:type"": ""communication""}",MY_N12241218640
node,12137013092,101.7826846,3.013816,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013092
node,12137013099,101.7830911,3.0087497,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013099
node,12137013093,101.7833073,3.0138813,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013093
node,13015545329,101.7833154,3.0112857,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015545329
node,12137013100,101.7833269,3.0090393,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013100
node,13015606466,101.7835842,3.0087311,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015606466
node,12137013095,101.7836622,3.0145094,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013095
node,12137024408,101.7836684,3.0106948,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024408
node,13015545330,101.7838919,3.0116312,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015545330
node,13015606467,101.783934,3.0083066,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015606467
node,12137024401,101.7840041,3.0126199,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024401
node,12137024407,101.7840223,3.009069,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024407
way,545795634,101.7842092,3.4342874,tower,communication,,,UNKNOWN,,"{""access"": ""private"", ""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_W545795634
node,12137013094,101.7842226,3.0149539,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013094
node,12137024409,101.7842417,3.0110529,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024409
node,13015606465,101.7842801,3.0093472,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015606465
node,12137013096,101.7843627,3.0140088,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013096
node,13015606468,101.7843742,3.0086259,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015606468
node,12137024402,101.7844194,3.0124125,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024402
node,7838524104,101.7844342,3.3499404,tower,communication,,,UNKNOWN,,"{""height"": ""15"", ""man_made"": ""tower"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7838524104
node,12137024406,101.7845792,3.0098065,mast,communication,,,UNKNOWN,,"{""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024406
node,13015606469,101.7847729,3.0090429,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015606469
node,12137013097,101.7848359,3.0145436,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013097
node,12137024403,101.7848891,3.0116662,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024403
node,13015545328,101.7849553,3.0111258,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015545328
node,13015606470,101.7850362,3.0095388,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015606470
node,12137013080,101.7850961,3.0060185,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013080
node,12137013081,101.7851273,3.006631,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013081
node,12137013082,101.7851491,3.0072621,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013082
node,12137013083,101.7851771,3.0078684,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013083
node,12137013098,101.7852251,3.0147612,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013098
node,12137013084,101.7852954,3.0085306,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013084
node,12137024404,101.7854247,3.0117369,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024404
node,12137013088,101.7854653,3.010144,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013088
node,12137024405,101.7855073,3.0111856,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137024405
node,12137013087,101.7855249,3.0097001,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013087
node,12137013085,101.7856939,3.0089068,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013085
node,13015545327,101.7857482,3.015264,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N13015545327
node,12137013086,101.7860955,3.0092892,mast,communication,,,UNKNOWN,,"{""communication:radio"": ""yes"", ""man_made"": ""mast"", ""tower:type"": ""communication""}",MY_N12137013086
node,7838524095,101.7862916,3.3577256,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""source"": ""bing aerial tracing"", ""tower:type"": ""communication""}",MY_N7838524095
node,8214146544,101.786938,2.7194947,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:construction"": ""lattice"", ""tower:type"": ""communication""}",MY_N8214146544
node,10943434976,101.7884132,2.9952885,communications_tower,communication,,,UNKNOWN,,"{""man_made"": ""communications_tower"", ""tower:type"": ""communication""}",MY_N10943434976
way,545795646,101.7885456,3.4276786,tower,communication,Telekom Malaysia,,UNKNOWN,,"{""access"": ""private"", ""building"": ""yes"", ""man_made"": ""tower"", ""operator"": ""Telekom Malaysia"", ""tower:type"": ""communication""}",MY_W545795646
way,694482621,101.7887424,3.4279784,tower,communication,Telekom Malaysia,,UNKNOWN,,"{""access"": ""private"", ""building"": ""yes"", ""man_made"": ""tower"", ""operator"": ""Telekom Malaysia"", ""tower:type"": ""communication""}",MY_W694482621
node,3902995337,101.7889498,2.8650639,tower,communication,,,UNKNOWN,,"{""man_made"": ""tower"", ""tower:type"": ""communication""}",MY_N3902995337
